course_id,discipline,user_id,registered,viewed,explored,grade,new_col,Target_Variable,grade_reqs,completed%,course_reqs,final_cc_cname_ID,primary_reason,learner_type,expected_hours_week,LoE_ID,age_ID,gender,start_time_ID,course_start,course_end,last_event_ID,nEvents,nDays_act,nContent,nForum_posts,course_length
832960005,Medical Pre-Medical,832681076,1,0,0,0.062,low,0,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,62
832960068,Education,832309019,1,1,0,0.27,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",8,3,0,1,63
832960005,Medical Pre-Medical,832638280,1,0,0,0.062,low,0,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,62
832960059,Professions and Applied Sciences,832652426,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",0,0,0,0,35
832945550,Social Sciences,832370273,1,1,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",6,5,0,0,27
832945517,Interdisciplinary and Other,832307321,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,55
832945543,Professions and Applied Sciences,832307836,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",0,0,0,1,33
832945554,Professions and Applied Sciences,832636386,1,1,0,1,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q4""","""2015 Q1""","""2015 Q2""",121,5,0,0,61
832945222,Humanities,832490920,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,42
832945595,Professions and Applied Sciences,832661446,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,56
832945550,Social Sciences,832308558,1,1,0,0.311,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",24,2,0,0,27
832945287,Education,832662076,1,0,0,0.5,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q1""","""""",0,0,0,0,58
832945104,Business and Management,832490920,1,0,0,1,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q1""","""2014 Q1""","""""",0,0,0,0,40
832945550,Social Sciences,832697514,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",7,1,0,3,27
832960068,Education,832657399,1,0,0,0.03,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,63
832945543,Professions and Applied Sciences,832621436,1,1,0,0.086,low,0,1,0,1,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q2""",85,43,46,1,33
832945229,Education,832698752,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,3,55
832945229,Education,832695551,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,55
832945229,Education,832671801,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,10,55
832945131,Business and Management,832645165,1,0,0,1,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945570,Interdisciplinary and Other,832673165,1,0,0,0.772,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2015 Q1""","""""",0,0,0,0,133
832945559,Business and Management,832614455,1,1,0,0,low,0,1,0.038,1,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",98,3,29,3,60
832960005,Medical Pre-Medical,832684925,1,1,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",31,1,0,0,62
832945251,Professions and Applied Sciences,832685513,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,39
832945559,Business and Management,832684411,1,1,0,0.027,low,0,1,0.019,1,"""*""","""I hope to gain skills for a promotion at work""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",61,4,14,0,60
832945561,Medical Pre-Medical,832960262,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,35
832960005,Medical Pre-Medical,832960262,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",3,1,0,1,62
832945594,Education,832688243,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",50,1,0,3,42
832945559,Business and Management,832680382,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",28,2,0,1,60
832960005,Medical Pre-Medical,832961962,1,1,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",16,1,0,0,62
832945550,Social Sciences,832656361,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q2""","""2015 Q1""","""2015 Q2""","""2015 Q2""",16,1,0,0,27
832960005,Medical Pre-Medical,832926253,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,62
832945251,Professions and Applied Sciences,832302587,1,0,0,0.47,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,39
832945251,Professions and Applied Sciences,832305065,1,1,0,0.341,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",64,1,0,0,39
832945550,Social Sciences,832612699,1,1,0,0.267,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",31,5,0,4,27
832945251,Professions and Applied Sciences,832305707,1,1,0,0,low,0,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",2,1,0,0,39
832960066,Interdisciplinary and Other,832616090,1,1,0,0,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",15,1,0,0,146
832945251,Professions and Applied Sciences,832685554,1,1,0,0.357,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",5,1,0,1,39
832945518,Education,832617972,1,1,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",30,1,0,1,49
832945251,Professions and Applied Sciences,832616096,1,1,0,0.699,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",24,2,0,8,39
832945550,Social Sciences,832373251,1,1,0,0.267,high,1,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",35,3,0,0,27
832945238,Interdisciplinary and Other,832926253,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,76
832945561,Medical Pre-Medical,832681370,1,0,0,0,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,1,35
832960005,Medical Pre-Medical,832686444,1,0,0,0.062,low,0,0,0,0,"""*""","""I want to try Canvas Network""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,2,62
832945550,Social Sciences,832305324,1,1,0,0.8,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",137,10,0,11,27
832945251,Professions and Applied Sciences,832626862,1,1,0,0.679,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",54,1,0,16,39
832945550,Social Sciences,832304368,1,1,0,0.867,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Active participant""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q3""",282,8,29,12,27
832945251,Professions and Applied Sciences,832305747,1,1,0,0.679,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",289,8,0,21,39
832960054,Mathematics & Statistics,832622197,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,42
832945251,Professions and Applied Sciences,832613408,1,1,0,0.644,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",92,3,0,0,39
832945251,Professions and Applied Sciences,832304265,1,1,0,0.696,high,1,0,0,0,"""*""","""I hope to gain skills to use at work""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",96,6,0,10,39
832945561,Medical Pre-Medical,832686550,1,0,0,0,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Observer""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,1,35
832945543,Professions and Applied Sciences,832650884,1,0,0,0.231,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",0,0,54,2,33
832945229,Education,832695514,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,55
832945550,Social Sciences,832615832,1,0,0,0.222,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,5,27
832945229,Education,832649432,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,55
832945251,Professions and Applied Sciences,832617385,1,1,0,0.661,high,1,0,0,0,"""*""","""I am preparing to go back to school""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",146,6,0,12,39
832945517,Interdisciplinary and Other,832302177,1,1,0,0.9,high,1,1,0.146,1,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",76,3,100,4,55
832960712,Social Sciences,832616096,1,1,0,0,low,0,1,0,1,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q2""","""2015 Q2""","""2015 Q2""","""2015 Q2""",28,2,14,0,48
832945550,Social Sciences,832377539,1,1,0,0.2,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",41,20,0,0,27
832945520,Professions and Applied Sciences,832634620,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",61,5,0,2,53
832945131,Business and Management,832645489,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945189,Professions and Applied Sciences,832426416,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,63
832945510,Interdisciplinary and Other,832647010,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945266,Mathematics & Statistics,832428255,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q3""","""""",0,0,0,0,35
832945148,Education,832411231,1,0,0,0.933,high,1,0,0,0,"""*""","""I am preparing to go back to school""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,12,46
832945148,Education,832411266,1,0,0,0.25,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,46
832945171,Education,832427870,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q2""","""""",0,0,0,18,21
832945189,Professions and Applied Sciences,832428368,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,63
832945234,Humanities,832918331,1,0,0,0.143,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,57
832945281,Professions and Applied Sciences,832457010,1,1,0,0.972,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q3""","""2014 Q4""","""2014 Q4""","""2015 Q3""",4,0,0,7,67
832960005,Medical Pre-Medical,832642417,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,62
832945595,Professions and Applied Sciences,832642417,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,56
832945238,Interdisciplinary and Other,832642417,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,76
832945520,Professions and Applied Sciences,832642417,1,1,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Observer""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",5,1,0,2,53
832945554,Professions and Applied Sciences,832642417,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q1""","""""",0,0,0,0,61
832945173,Interdisciplinary and Other,832674998,1,0,0,0.946,high,1,0,0,0,"""*""","""I am curious about MOOCs""","""Missing""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,7,97
832945129,Business and Management,832425035,1,0,0,0.971,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,8,69
832945571,Business and Management,832648716,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,30
832945238,Interdisciplinary and Other,832986231,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,76
832945281,Professions and Applied Sciences,832647010,1,0,0,0.555,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,4,67
832945281,Professions and Applied Sciences,832647422,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945184,Computer Science,832602236,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,77
832945288,Humanities,832452141,1,0,0,0.098,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945229,Education,832671071,1,0,0,0,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,55
832945508,Humanities,832673165,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,53
832945281,Professions and Applied Sciences,832673165,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945571,Business and Management,832695420,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,30
832945173,Interdisciplinary and Other,832649449,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945595,Professions and Applied Sciences,832670498,1,0,0,0.966,high,1,0,0,0,"""*""","""I like the format (online)""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,56
832945595,Professions and Applied Sciences,832675196,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,56
832945229,Education,832672939,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,55
832945288,Humanities,832455003,1,0,0,0.49,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945131,Business and Management,832646139,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,61
832945286,Professions and Applied Sciences,832926253,1,0,0,0.406,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,3,53
832945281,Professions and Applied Sciences,832690004,1,0,0,0.219,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Drop-in""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945288,Humanities,832600071,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,70
